Title,Note,URL,Tags,Comment
Addie's Thai Restaurant,,https://www.google.com/maps/place/Addie's+Thai+Restaurant/data=!4m2!3m1!1s0x48760f8cb33b702f:0xa3b508d84c754ee,,
Plaza Khao Gaeng,,https://www.google.com/maps/place/Plaza+Khao+Gaeng/data=!4m2!3m1!1s0x48761b23caad0bbd:0xf6221b6764aed81f,,
Santo Remedio Mexican Café,,https://www.google.com/maps/place/Santo+Remedio+Mexican+Caf%C3%A9/data=!4m2!3m1!1s0x48761dbeae2a8d27:0x4ee8d061ac8ddab7,,
Violet Cakes,American style cakes and pastries,https://www.google.com/maps/place/Violet+Cakes/data=!4m2!3m1!1s0x48761cede637de39:0xa132cd648e549b7d,,
Flour & Grape,Italian. Carbonara is great,https://www.google.com/maps/place/Flour+%26+Grape/data=!4m2!3m1!1s0x487603434620f617:0xb0ee169a6f854bc2,,
Fred Coffee London,Tiramisu latte,https://www.google.com/maps/place/Fred+Coffee+London/data=!4m2!3m1!1s0x48761b737b610321:0x14e8632291cba04c,,
The Tamil Crown,,https://www.google.com/maps/place/The+Tamil+Crown/data=!4m2!3m1!1s0x48761b274ef04cc5:0x3b89f9854e659957,,
The Ginger Pig,sausage rolls,https://www.google.com/maps/place/The+Ginger+Pig/data=!4m2!3m1!1s0x487604a873ad51bb:0x7aa6af8fe1fea33c,,
The Black Pig,,https://www.google.com/maps/place/The+Black+Pig/data=!4m2!3m1!1s0x4876039113c17bf5:0xb40a389666e3e295,,
Berenjak Borough,,https://www.google.com/maps/place/Berenjak+Borough/data=!4m2!3m1!1s0x487603d0d6ba7b55:0x2abd7b6dfca08660,,
Santo Remedio - Cocina Mexicana,Mexican,https://www.google.com/maps/place/Santo+Remedio+-+Cocina+Mexicana/data=!4m2!3m1!1s0x48761ca552d1539d:0xdec3cea69b1ab870,,
"""mu""",Japanese bar / restaurant,https://www.google.com/maps/place/%22mu%22/data=!4m2!3m1!1s0x48761db487301e21:0x9677392c5f0f06ae,,
50 Kalò di Ciro Salvo Pizzeria London,Pizza,https://www.google.com/maps/place/50+Kal%C3%B2+di+Ciro+Salvo+Pizzeria+London/data=!4m2!3m1!1s0x487605752288afef:0x9ad14700d0feb1e5,,
Vasiniko,Pizza,https://www.google.com/maps/place/Vasiniko/data=!4m2!3m1!1s0x487605e6eb06de9d:0xcd1c4bf9f77cbe95,,
Anglo,Testing menu,https://www.google.com/maps/place/Anglo/data=!4m2!3m1!1s0x48761b4e84cd8631:0xbddb252ebf696f30,,
Flamingo,Ethiopian food,https://www.google.com/maps/place/Flamingo/data=!4m2!3m1!1s0x48760fcf941319b3:0x50073a745d5487a7,,
The Tamil Prince,Desi pub,https://www.google.com/maps/place/The+Tamil+Prince/data=!4m2!3m1!1s0x48761b989b8de07f:0x8c379846d4899f33,,
Trishna,Fancy Indian. Tasting menu,https://www.google.com/maps/place/Trishna/data=!4m2!3m1!1s0x48761acd88e1f1f1:0xf096d5143e46dce5,,
Norman's Cafe,Breakfast / Sandwiches,https://www.google.com/maps/place/Norman's+Cafe/data=!4m2!3m1!1s0x48761b1f9ae0359f:0xa774452c291a3a37,,
Blue Moon Thai Cafe,Thai,https://www.google.com/maps/place/Blue+Moon+Thai+Cafe/data=!4m2!3m1!1s0x48761b0065d88039:0x3281a95212f843e8,,
Bubala Spitalfields,,https://www.google.com/maps/place/Bubala+Spitalfields/data=!4m2!3m1!1s0x48761d3cd1ff434b:0x7572634fe11aabec,,
Theo's,,https://www.google.com/maps/place/Theo's/data=!4m2!3m1!1s0x487605767781eb9d:0x69a1a8cf49713baa,,
L'Antica Pizzeria da Michele,,https://www.google.com/maps/place/L'Antica+Pizzeria+da+Michele/data=!4m2!3m1!1s0x48761aced7722add:0x229ee7467eb2d385,,
081 Pizzeria Peckham,,https://www.google.com/maps/place/081+Pizzeria+Peckham/data=!4m2!3m1!1s0x4876039c486cc82f:0x12fbc443890515a7,,
The Best Broasted,,https://www.google.com/maps/place/The+Best+Broasted/data=!4m2!3m1!1s0x4876118ec54cfe1f:0x94e912c7575af42e,,
Passyunk Avenue (Waterloo),philly cheesesteak,https://www.google.com/maps/place/Passyunk+Avenue+(Waterloo)/data=!4m2!3m1!1s0x487605ed43a98c69:0x1e02f51be1eb0919,,
HOKO Hong Kong Cafe,Hong Kong style street food.,https://www.google.com/maps/place/HOKO+Hong+Kong+Cafe/data=!4m2!3m1!1s0x48761d225acdef79:0x878863b6f393e990,,
Bad Manners,Fire Mexican food,https://www.google.com/maps/place/Bad+Manners/data=!4m2!3m1!1s0x48761d856930f2bf:0xbe8227d6026fc5a7,,
Love Shack Cambridge Heath,cute cozy vegan restaurant good food. interesting cocktails too,https://www.google.com/maps/place/Love+Shack+Cambridge+Heath/data=!4m2!3m1!1s0x48761dcf480cc86f:0x9c814a2bbbe3c75a,,
E Pellicci,Local favorite. Great English breakfast. Also just vibes,https://www.google.com/maps/place/E+Pellicci/data=!4m2!3m1!1s0x48761cc5ebe9ec3d:0x9e5d80938bd1e5ef,,
Novelty Automation,Museum with goofy shit,https://www.google.com/maps/place/Novelty+Automation/data=!4m2!3m1!1s0x48761b4a1b788ba9:0xfe7dde7934bc7501,,
KISSATEN 𓃦 | FUYU ◒,the bubble tea place in soho,https://www.google.com/maps/place/KISSATEN+%F0%93%83%A6+%7C+FUYU+%E2%97%92/data=!4m2!3m1!1s0x487605ada5d64cf1:0x64c70310b62d3dfe,,
Kiln,Thai food. Gets busy. Chill place good food,https://www.google.com/maps/place/Kiln/data=!4m2!3m1!1s0x487604d46eeab9ff:0x327d3035b194d3b8,,
monaliciousfood,Fire Turkey bacon baguette,https://www.google.com/maps/place/monaliciousfood/data=!4m2!3m1!1s0x48761d341981fcf7:0x52778302d33d3244,,
Three Uncles,canto restaurant with really good roast meat,https://www.google.com/maps/place/Three+Uncles/data=!4m2!3m1!1s0x48761d06101872c9:0x902afc84ccf16c0a,,
Horizon 22,Viewpoint,https://www.google.com/maps/place/Horizon+22/data=!4m2!3m1!1s0x487603b5fb8b1701:0x2a47575cd35c544f,,
La Chingada Mexican Food,really good Mexican food,https://www.google.com/maps/place/La+Chingada+Mexican+Food/data=!4m2!3m1!1s0x487603e7797227b1:0x1f0cc03eb2b9ec85,,
Brockley's Rock,based fish n chips,https://www.google.com/maps/place/Brockley's+Rock/data=!4m2!3m1!1s0x48760245a1e334b3:0xb6f759af3ca36fb8,,
Planet Wax,Record store and bar,https://www.google.com/maps/place/Planet+Wax/data=!4m2!3m1!1s0x487603cb32835a4f:0x65d9d017450c0301,,
Jumbi,jerk chicken,https://www.google.com/maps/place/Jumbi/data=!4m2!3m1!1s0x48760332378a3441:0x5738130246f1218e,,
Scandinavian Kitchen,,https://www.google.com/maps/place/Scandinavian+Kitchen/data=!4m2!3m1!1s0x48761b2a753e9cdd:0xd857b59e1c603065,,
Benji's Buns,,https://www.google.com/maps/place/Benji's+Buns/data=!4m2!3m1!1s0x48760f2914d52355:0x58566ae2016b135d,,
Blåbär - Nordic Living,,https://www.google.com/maps/place/Bl%C3%A5b%C3%A4r+-+Nordic+Living/data=!4m2!3m1!1s0x48760f0dc5d999e5:0xc40fe7bca37f95e3,,
FourCorner St. John's Square,,https://www.google.com/maps/place/FourCorner+St.+John's+Square/data=!4m2!3m1!1s0x48761b97a1f05047:0x4d39b46f5c0cdeb8,,
Noci Shoreditch,Pasta ,https://www.google.com/maps/place/Noci+Shoreditch/data=!4m2!3m1!1s0x48761d82ae25e961:0x9e0a3fea8653cb79,,
Babinondas,,https://www.google.com/maps/place/Babinondas/data=!4m2!3m1!1s0x487619339353ea97:0xcd33e6460211770a,,
Andy’s Greek Taverna,,https://www.google.com/maps/place/Andy%E2%80%99s+Greek+Taverna/data=!4m2!3m1!1s0x48761b1fc4c32c47:0x9e6a34685177a48,,
Silo London,,https://www.google.com/maps/place/Silo+London/data=!4m2!3m1!1s0x48761d6cc2273237:0x5591d111b94dd4eb,,
Juliet’s Quality Foods,Brunch,https://www.google.com/maps/place/Juliet%E2%80%99s+Quality+Foods/data=!4m2!3m1!1s0x4876060ca7cc367d:0x6ce081d50f268226,,
Focaccia Mia,,https://www.google.com/maps/place/Focaccia+Mia/data=!4m2!3m1!1s0x48761dad603fcfa7:0x40ab5ce43f4cbc1a,,
Hunan,,https://www.google.com/maps/place/Hunan/data=!4m2!3m1!1s0x4876051762d93f03:0x673ab6e96cf5cdbe,,
Forbidden Planet London Megastore,,https://www.google.com/maps/place/Forbidden+Planet+London+Megastore/data=!4m2!3m1!1s0x48761b32cc1770b3:0x38c43399a7314d58,,
Strawberry Hill House & Garden,,https://www.google.com/maps/place/Strawberry+Hill+House+%26+Garden/data=!4m2!3m1!1s0x48760c8668644ed5:0x980edc109f035f5,,
Sushi On Jones,omakase,https://www.google.com/maps/place/Sushi+On+Jones/data=!4m2!3m1!1s0x48761be954dd5ffb:0xd07705a764c149a3,,
Buns From Home,,https://www.google.com/maps/place/Buns+From+Home/data=!4m2!3m1!1s0x4876055e4fe5f5cb:0xf444603ef4d3d517,,
The 411 London,,https://www.google.com/maps/place/The+411+London/data=!4m2!3m1!1s0x48761bcbbdf55763:0x27a43051a37c1d92,,
Shalamar Kebab House,,https://www.google.com/maps/place/Shalamar+Kebab+House/data=!4m2!3m1!1s0x48761ddf93d10bdb:0xba9ad4a9430fc0b2,,
Leather Lane Market,,https://www.google.com/maps/place/Leather+Lane+Market/data=!4m2!3m1!1s0x48761b4c27dcf1df:0x7e8c1fad22c0e859,,
"ICCO - ""The People's Pizzeria""",,https://www.google.com/maps/place/ICCO+-+%22The+People's+Pizzeria%22/data=!4m2!3m1!1s0x48761b2befd0a035:0x52ca535577a32e0f,,
Phonica Records,,https://www.google.com/maps/place/Phonica+Records/data=!4m2!3m1!1s0x487604d4c61847c5:0x3945e83a9e05698f,,
KINDRED,,https://www.google.com/maps/place/KINDRED/data=!4m2!3m1!1s0x48761b3a8eeb48cb:0x70d31a0ac00592f7,,
Giovannina,,https://www.google.com/maps/place/Giovannina/data=!4m2!3m1!1s0x487610dea841ff5f:0xa47b47c41ba2b1a7,,
A. Wong,,https://www.google.com/maps/place/A.+Wong/data=!4m2!3m1!1s0x487604e01d4a0891:0x6ff9ea674c340c6e,,
Angelina,,https://www.google.com/maps/place/Angelina/data=!4m2!3m1!1s0x48761c92a5f45931:0xa9ee78a8f57dff84,,
Drury 188-189,cute coffee place nice staff,https://www.google.com/maps/place/Drury+188-189/data=!4m2!3m1!1s0x48761b335cadcf35:0x7f5399cd5349bd2b,,
Dilara Uyghur Restaurant,lamb skewer is fire + known for big chicken plate,https://www.google.com/maps/place/Dilara+Uyghur+Restaurant/data=!4m2!3m1!1s0x48761b84f1335981:0x52325ec2a34ba815,,
Cafe Anglais,,https://www.google.com/maps/place/Cafe+Anglais/data=!4m2!3m1!1s0x4876113a74823a67:0x1b77f95228e1823a,,
KIN,,https://www.google.com/maps/place/KIN/data=!4m2!3m1!1s0x48761b4e05a07225:0x51df23c80a23070e,,
Esarn Kheaw,,https://www.google.com/maps/place/Esarn+Kheaw/data=!4m2!3m1!1s0x48760fd2564432a5:0x3306d991934cb1ec,,
God's Own Junkyard,,https://www.google.com/maps/place/God's+Own+Junkyard/data=!4m2!3m1!1s0x48761df17a05cc05:0x736b3c7749367c3c,,
Napoli on the Road Chiswick,,https://www.google.com/maps/place/Napoli+on+the+Road+Chiswick/data=!4m2!3m1!1s0x48760f950ced1ba5:0x7d822731123fe241,,
Tate Britain,,https://www.google.com/maps/place/Tate+Britain/data=!4m2!3m1!1s0x487604e9c5c268bd:0xf51fd991541028a0,,
Kastner & Ovens,Lunch/Salad bar,https://www.google.com/maps/place/Kastner+%26+Ovens/data=!4m2!3m1!1s0x48761cb39eec328b:0xad688dbff32565d1,,
The Book Club,,https://www.google.com/maps/place/The+Book+Club/data=!4m2!3m1!1s0x48761cb0109a888f:0xa753c6448671ab7d,,
"The Hoxton, Shoreditch",Bar/coworking,"https://www.google.com/maps/place/The+Hoxton,+Shoreditch/data=!4m2!3m1!1s0x48761caff8e68d27:0x142290afec91a1d7",,
DF Tacos - Shoreditch,,https://www.google.com/maps/place/DF+Tacos+-+Shoreditch/data=!4m2!3m1!1s0x48761cb68265746b:0xb26a7be54e92ad2f,,
Skylight Tobacco Dock,,https://www.google.com/maps/place/Skylight+Tobacco+Dock/data=!4m2!3m1!1s0x48760331935aeebb:0x80e93a23c836f6f3,,
Bang Bang Oriental Foodhall,,https://www.google.com/maps/place/Bang+Bang+Oriental+Foodhall/data=!4m2!3m1!1s0x48761149e2555555:0x37bd9c588894d04f,,
Bombay Chow,,https://www.google.com/maps/place/Bombay+Chow/data=!4m2!3m1!1s0x487613c5e737c7cd:0x9bc9b908d042bd27,,
Royal Nawaab Perivale,,https://www.google.com/maps/place/Royal+Nawaab+Perivale/data=!4m2!3m1!1s0x48761267bc9cecbf:0x18d70a62ce4449f5,,
Aladin Kebabish,,https://www.google.com/maps/place/Aladin+Kebabish/data=!4m2!3m1!1s0x4876111f7b03778d:0xf3a6c1a7f528fcc7,,
Vortex,,https://www.google.com/maps/place/Vortex/data=!4m2!3m1!1s0x48761c8e78862171:0xfa77e8ec77734cb9,,
Draughts,,https://www.google.com/maps/place/Draughts/data=!4m2!3m1!1s0x48761c95e42101ab:0xce14210622cfe2e9,,
Servant Jazz Quarters,,https://www.google.com/maps/place/Servant+Jazz+Quarters/data=!4m2!3m1!1s0x48761c8e79b95dad:0x9ee2f38a7807f69a,,
Spicy Grill London,,https://www.google.com/maps/place/Spicy+Grill+London/data=!4m2!3m1!1s0x487610975d938aff:0xa3ac27076eb6590f,,
Carmelli Bakeries,,https://www.google.com/maps/place/Carmelli+Bakeries/data=!4m2!3m1!1s0x487610976783c57f:0xb1284d47dad4c84d,,
Sunny Hill Cafe,,https://www.google.com/maps/place/Sunny+Hill+Cafe/data=!4m2!3m1!1s0x487610d3600d6c39:0xae289927f13965ed,,
Le Gavroche,,https://www.google.com/maps/place/Le+Gavroche/data=!4m2!3m1!1s0x48760454dfb7f8ed:0xc81d8b3fcda009ba,,
Lina Stores Marylebone Restaurant & Deli,,https://www.google.com/maps/place/Lina+Stores+Marylebone+Restaurant+%26+Deli/data=!4m2!3m1!1s0x48761b14337c3b0f:0xb30d0680b43a0510,,
Flat Iron Marylebone,,https://www.google.com/maps/place/Flat+Iron+Marylebone/data=!4m2!3m1!1s0x48761bf8def1df2b:0x9c01601551f4bfa0,,
Daunt Books Marylebone,,https://www.google.com/maps/place/Daunt+Books+Marylebone/data=!4m2!3m1!1s0x48761ad1f747024d:0xe690429c82b85882,,
The SeaShell of Lisson Grove,,https://www.google.com/maps/place/The+SeaShell+of+Lisson+Grove/data=!4m2!3m1!1s0x48761ab634dcba67:0xee42a0b10152c1f4,,
Eggslut Portobello,,https://www.google.com/maps/place/Eggslut+Portobello/data=!4m2!3m1!1s0x4876110bcd5c34c3:0x47961891b23af8d7,,
"The Churchill Arms, Kensington",,"https://www.google.com/maps/place/The+Churchill+Arms,+Kensington/data=!4m2!3m1!1s0x48760ffa31d53019:0x379aa0d23b50cf3a",,
BAO Soho,,https://www.google.com/maps/place/BAO+Soho/data=!4m2!3m1!1s0x487604d4932fcec5:0xecf6cfbf979a9d8c,,
Hobson`s Fish & Chips Soho,,https://www.google.com/maps/place/Hobson%60s+Fish+%26+Chips+Soho/data=!4m2!3m1!1s0x487605a8bc8cc531:0xf9cefbc341b9333,,
Boom Battle Bar Oxford Street,,https://www.google.com/maps/place/Boom+Battle+Bar+Oxford+Street/data=!4m2!3m1!1s0x48761b4ffa8696bb:0x2c59eeea8397ee51,,
Fabrique Bakery Hoxton,,https://www.google.com/maps/place/Fabrique+Bakery+Hoxton/data=!4m2!3m1!1s0x48761cbebd55d781:0xf2797818b76e4a10,,
The Minories,,https://www.google.com/maps/place/The+Minories/data=!4m2!3m1!1s0x4876034bc3ea40af:0x9bf4764b56e766c9,,
Granary Square,Chess Wed 6:30-9,https://www.google.com/maps/place/Granary+Square/data=!4m2!3m1!1s0x48761b3d9035396b:0x87d7405a11148df9,,
130 Druid St,Chess Sunday @1,https://www.google.com/maps/place/130+Druid+St/data=!4m2!3m1!1s0x48760340d9ea15ed:0x105bd5bf746d885d,,
The Prince,,https://www.google.com/maps/place/The+Prince/data=!4m2!3m1!1s0x48760f8e5e5daaab:0x19db171a1e6d82a,,
Accessories of Old vintage,,https://www.google.com/maps/place/Accessories+of+Old+vintage/data=!4m2!3m1!1s0x48760fcdcf42a305:0x152c73237fc6a144,,
Caldera,,https://www.google.com/maps/place/Caldera/data=!4m2!3m1!1s0x48761d29231e7223:0x68ee65d2b1759df7,,
Sonora Taquería,,https://www.google.com/maps/place/Sonora+Taquer%C3%ADa/data=!4m2!3m1!1s0x48761d110b9a03af:0xac6de93953781e10,,
Mestizo Mexican Restaurant,,https://www.google.com/maps/place/Mestizo+Mexican+Restaurant/data=!4m2!3m1!1s0x48761b27a577882f:0x2f6367bc67104dfa,,
The Golden Hind Restaurant Marylebone - Fish & Chips,,https://www.google.com/maps/place/The+Golden+Hind+Restaurant+Marylebone+-+Fish+%26+Chips/data=!4m2!3m1!1s0x48761ad25c5cd431:0x78d2fb9bbd82fd6c,,
St. JOHN Marylebone,,https://www.google.com/maps/place/St.+JOHN+Marylebone/data=!4m2!3m1!1s0x48761ad2581a451d:0x896180205e1c755a,,
Le Relais de Venise L'Entrecote - Marylebone,,https://www.google.com/maps/place/Le+Relais+de+Venise+L'Entrecote+-+Marylebone/data=!4m2!3m1!1s0x48761ad25ccf0563:0xd075b919c46aa086,,
Royal China (Baker Street),,https://www.google.com/maps/place/Royal+China+(Baker+Street)/data=!4m2!3m1!1s0x48761acdaae4c891:0xd78a9e321cbc2a27,,
Leake St,,https://www.google.com/maps/place/Leake+St/data=!4m2!3m1!1s0x487604b8f9b59b95:0x7698f65db7b7ee00,,
Assa,,https://www.google.com/maps/place/Assa/data=!4m2!3m1!1s0x487604d2f0ee1719:0x629b895c9dfa35b2,,
Mercato Mayfair,,https://www.google.com/maps/place/Mercato+Mayfair/data=!4m2!3m1!1s0x48760509d1f4d6b7:0xeb4ea82d4f8172d1,,
Delfino Mayfair,,https://www.google.com/maps/place/Delfino+Mayfair/data=!4m2!3m1!1s0x4876052c221ccc15:0xff0684e6a1019801,,
CheeMc Soho,,https://www.google.com/maps/place/CheeMc+Soho/data=!4m2!3m1!1s0x4876055596d75b99:0x8113e804ebf12e95,,
Xi'an BiangBiang Noodles Aldgate East,,https://www.google.com/maps/place/Xi'an+BiangBiang+Noodles+Aldgate+East/data=!4m2!3m1!1s0x48761d514b73d01d:0x1c4cf00d0485c353,,
Detroit Pizza London,,https://www.google.com/maps/place/Detroit+Pizza+London/data=!4m2!3m1!1s0x487605dd74cb8b89:0xc9e6b7837e5f317,,
som saa,,https://www.google.com/maps/place/som+saa/data=!4m2!3m1!1s0x48761cb4fea7bca1:0x59471e1837364e13,,
Street Food market,,https://www.google.com/maps/place/Street+Food+market/data=!4m2!3m1!1s0x48761cb495a596c5:0xbf3de5f7433f2c4e,,
Sixes Social Cricket,,https://www.google.com/maps/place/Sixes+Social+Cricket/data=!4m2!3m1!1s0x48761b2fdafda191:0x4c19c3ec3da8b4c,,
Hawksmoor Spitalfields,,https://www.google.com/maps/place/Hawksmoor+Spitalfields/data=!4m2!3m1!1s0x48761d848275da21:0x67f0dd1c9d3cc8aa,,
Eggslut Fitzrovia,,https://www.google.com/maps/place/Eggslut+Fitzrovia/data=!4m2!3m1!1s0x48761b7175bc7341:0x38bc1df2fb82436,,
Beigel Bake Brick Lane Bakery,,https://www.google.com/maps/place/Beigel+Bake+Brick+Lane+Bakery/data=!4m2!3m1!1s0x48761dad861a488d:0xc9e1e09acd76b50c,,
Roti King,,https://www.google.com/maps/place/Roti+King/data=!4m2!3m1!1s0x48761b24f66e14b5:0x8cb1681d0d23dfaa,,
Kanada-Ya,,https://www.google.com/maps/place/Kanada-Ya/data=!4m2!3m1!1s0x48761b32c8a422bd:0xa6d8ce5d74f6042d,,
Park Chinois,,https://www.google.com/maps/place/Park+Chinois/data=!4m2!3m1!1s0x487605299c2a86bd:0xcb64e906dae89aa4,,
Din Tai Fung Covent Garden,,https://www.google.com/maps/place/Din+Tai+Fung+Covent+Garden/data=!4m2!3m1!1s0x487605f3a435ca19:0x8a24b2122cc98b05,,
Yauatcha Soho,,https://www.google.com/maps/place/Yauatcha+Soho/data=!4m2!3m1!1s0x487604d49f0af085:0xb09e9b5b88831204,,
The Jago,,https://www.google.com/maps/place/The+Jago/data=!4m2!3m1!1s0x48761d62a5f49d47:0x5c6840f7209e7afc,,
Dalston Jazz Bar,,https://www.google.com/maps/place/Dalston+Jazz+Bar/data=!4m2!3m1!1s0x48761c8dd7c2fe1f:0xf0517c36fecc7844,,
Ain't Nothin But The Blues Bar,,https://www.google.com/maps/place/Ain't+Nothin+But+The+Blues+Bar/data=!4m2!3m1!1s0x487604d573254029:0x2d85374816cfc9a5,,
The Four Thieves,pub/arcade,https://www.google.com/maps/place/The+Four+Thieves/data=!4m2!3m1!1s0x487605a2ecf42011:0x5d6a50fa4e69fe1,,
East West,desi fusion pizza,https://www.google.com/maps/place/East+West/data=!4m2!3m1!1s0x48761b819f4ed34b:0xb7c16867f51b82de,,
Toff’s of Muswell Hill,Fish n chips,https://www.google.com/maps/place/Toff%E2%80%99s+of+Muswell+Hill/data=!4m2!3m1!1s0x48761a2d0dd13beb:0x8286af8d34e44ba9,,
London Silver Vaults,,https://www.google.com/maps/place/London+Silver+Vaults/data=!4m2!3m1!1s0x48761b4b75144a91:0x6a203e6c0c5080de,,
Sir John Soane's Museum,,https://www.google.com/maps/place/Sir+John+Soane's+Museum/data=!4m2!3m1!1s0x48761b4a94370469:0xdb8be3c9759aab99,,
St Dunstan in the East Church Garden,,https://www.google.com/maps/place/St+Dunstan+in+the+East+Church+Garden/data=!4m2!3m1!1s0x48760351ff31196f:0xbd3d6d2fb43ff52d,,
Cafebotanical.,,https://www.google.com/maps/place/Cafebotanical./data=!4m2!3m1!1s0x48761b87b8bcedb3:0xb7260982822f6ead,,
PARADISE BIRYANI POINTE,,https://www.google.com/maps/place/PARADISE+BIRYANI+POINTE/data=!4m2!3m1!1s0x47d8a73cf0c36c4b:0x9c8fe996306f0ad2,,
Lahore Karahi,,https://www.google.com/maps/place/Lahore+Karahi/data=!4m2!3m1!1s0x48760727cb2c835f:0x5b904862ce929991,,
Curry Express,Biryani,https://www.google.com/maps/place/Curry+Express/data=!4m2!3m1!1s0x48760d209cdd6e17:0x3f110a045734240b,,
The Pilgrm Hotel Restaurant and Bar Paddington,co-working,https://www.google.com/maps/place/The+Pilgrm+Hotel+Restaurant+and+Bar+Paddington/data=!4m2!3m1!1s0x48761ab2c44c1001:0xcc4f2bfcc16ca8f9,,
The Thirsty Bear,,https://www.google.com/maps/place/The+Thirsty+Bear/data=!4m2!3m1!1s0x487604b1accafb21:0xd7ba688a24cd486a,,
Palm Vaults London,,https://www.google.com/maps/place/Palm+Vaults+London/data=!4m2!3m1!1s0x48761cfb1b487895:0x48cce9f649542a7c,,
Burr & Co. London,,https://www.google.com/maps/place/Burr+%26+Co.+London/data=!4m2!3m1!1s0x48761b311e852a5b:0x3fabf9ba7af6ec97,,
Footnote,Cafe/work,https://www.google.com/maps/place/Footnote/data=!4m2!3m1!1s0x48761cdde84679bf:0xbbd3c72fa755b363,,
Rapsa @ 100 Hoxton,,https://www.google.com/maps/place/Rapsa+@+100+Hoxton/data=!4m2!3m1!1s0x48761df1c27280af:0xa103f137897bd9d8,,
Sông Quê Café,,https://www.google.com/maps/place/S%C3%B4ng+Qu%C3%AA+Caf%C3%A9/data=!4m2!3m1!1s0x48761cbc0438b9c9:0x7edee4831872da94,,
Tasty Jerk,,https://www.google.com/maps/place/Tasty+Jerk/data=!4m2!3m1!1s0x4876012e1fad87d3:0xedbed2dcd8a98415,,
Lahore Kebab House,,https://www.google.com/maps/place/Lahore+Kebab+House/data=!4m2!3m1!1s0x4876033335f03d43:0x736fe70b7dd62462,,
Homies On Donkeys,,https://www.google.com/maps/place/Homies+On+Donkeys/data=!4m2!3m1!1s0x48761df75ecb0bf5:0x259e4fc188e744fb,,
Yildiz Restaurant,,https://www.google.com/maps/place/Yildiz+Restaurant/data=!4m2!3m1!1s0x48761b814171cd97:0xefc4e3660560929,,
SET Social,,https://www.google.com/maps/place/SET+Social/data=!4m2!3m1!1s0x487603a3b9cba3bf:0x34f5a086edbb1f5d,,
Zia Lucia - Aldgate East,,https://www.google.com/maps/place/Zia+Lucia+-+Aldgate+East/data=!4m2!3m1!1s0x48760334649e4647:0x235435c4cab81999,,
TRADER Wembley,,https://www.google.com/maps/place/TRADER+Wembley/data=!4m2!3m1!1s0x487613f964e7aafb:0x2547d0aeb54c0d88,,
Pidgin,,https://www.google.com/maps/place/Pidgin/data=!4m2!3m1!1s0x48761cefcf4bc58b:0x1ec4eeea88cb4597,,
Nest Restaurant Hackney,,https://www.google.com/maps/place/Nest+Restaurant+Hackney/data=!4m2!3m1!1s0x48761cfd4e96a9df:0xda1a389f3dcebee5,,
Fallow,,https://www.google.com/maps/place/Fallow/data=!4m2!3m1!1s0x487604d595786349:0x26d4df293937aa1a,,
Seed Library,,https://www.google.com/maps/place/Seed+Library/data=!4m2!3m1!1s0x48761d98f1354c2b:0xe67193b548ce8441,,
The Bar with No Name,,https://www.google.com/maps/place/The+Bar+with+No+Name/data=!4m2!3m1!1s0x48761b675c5e41d7:0x591ee070694047bc,,
Cahoots London,,https://www.google.com/maps/place/Cahoots+London/data=!4m2!3m1!1s0x487604d507ab69fb:0xbbfbc270f421a878,,
Trisha's,,https://www.google.com/maps/place/Trisha's/data=!4m2!3m1!1s0x487604d2ce3046f5:0x77800717cee037a,,
